Local Time [hour]	OMEGA Normalized Pressure [%]	MCD Normalized Pressure [%]
13.556493	6.610289	-1.928533
13.557266	-3.337942	-1.930423
13.557940	-2.224973	-1.931972
13.558614	-4.571513	-1.933416
13.559387	-3.789952	-1.934356
13.560833	-2.901242	-1.936343
13.561513	6.755195	-1.937544
13.562860	-2.387583	-1.939795
13.563633	-3.423022	-1.940774
13.565753	-3.854866	-1.943885
13.566426	-3.115085	-1.945061
13.567100	-3.896382	-1.946329
13.567873	-3.934659	-1.947902
13.568546	-4.825680	-1.949308
13.569220	-4.368767	-1.950421
13.569994	-4.073981	-1.951583
13.570666	-2.910606	-1.952512
13.571433	-1.736497	-1.953182
13.572013	-2.759283	-1.953418
13.572786	-3.288814	-1.953738
13.573460	8.300880	-1.953878
13.574226	-3.377687	-1.953991
13.552999	-4.047022	-1.922055
13.554059	-2.822134	-1.924105
13.554447	-3.010971	-1.924831
13.555126	-3.274778	-1.925982
13.555799	-2.436786	-1.927059
13.556573	-3.227502	-1.928462
13.557254	6.546999	-1.930110
13.557926	-3.674876	-1.931784
13.558606	-3.099807	-1.933251
13.559380	-2.007253	-1.934329
13.560053	-2.839535	-1.935213
13.560726	-2.507771	-1.936289
13.561500	-3.640602	-1.937583
13.562180	-3.746399	-1.938708
13.562946	4.535942	-1.939829
13.563626	-4.124261	-1.940649
13.564301	-3.286472	-1.941461
13.564974	-3.415758	-1.942395
13.565746	-2.954596	-1.943786
13.567193	-3.971407	-1.946347
13.567866	-3.276604	-1.947709
13.568540	-3.139468	-1.949039
13.570660	-1.434527	-1.952022
13.571333	-3.598382	-1.952573
13.572006	-3.128213	-1.952877
13.573453	-3.244872	-1.953289
13.574127	-2.698568	-1.953404
13.574893	-1.766501	-1.953524
13.552986	-3.651846	-1.921808
13.554053	-4.597662	-1.923741
13.554440	-3.910437	-1.924410
13.555886	-3.831013	-1.926948
13.556466	-3.777906	-1.928001
13.557240	-4.994451	-1.929861
13.557920	5.670577	-1.931574
13.558594	-4.700583	-1.933151
13.559366	-5.007370	-1.934273
13.560040	-3.585540	-1.935282
13.560719	-2.583466	-1.936319
13.561493	-3.892891	-1.937577
13.562167	-3.024187	-1.938673
13.562940	-4.109992	-1.939776
13.563614	-3.252521	-1.940588
13.564293	7.532167	-1.941399
13.564966	-2.776587	-1.942352
13.565740	-0.348703	-1.943679
13.566413	-2.436496	-1.944806
13.567086	-2.851315	-1.946021
13.568533	-4.114506	-1.948850
13.569980	-2.748126	-1.950736
13.570653	-3.234547	-1.951537
13.571326	-2.361125	-1.952009
13.572000	-3.268559	-1.952223
13.572773	-4.084740	-1.952544
13.573446	-1.537984	-1.952699
13.574120	-2.096364	-1.952907
13.574893	8.068417	-1.953133
13.554040	-2.849241	-1.923357
13.554426	-2.991079	-1.923979
13.555099	-2.885184	-1.925182
13.556453	-2.994535	-1.927687
13.557226	-3.144069	-1.929577
13.557907	-4.525085	-1.931164
13.558580	-4.225475	-1.932632
13.559353	-4.053458	-1.933903
13.560033	-2.649205	-1.935066
13.560706	-1.928464	-1.936132
13.561481	-3.822844	-1.937333
13.562160	-4.069184	-1.938412
13.562927	-2.541963	-1.939495
13.563606	-2.780959	-1.940372
13.564280	-3.079493	-1.941167
13.565053	-3.512157	-1.942329
13.565726	7.333288	-1.943397
13.566406	-3.501651	-1.944508
13.567080	-3.727806	-1.945612
13.567853	-3.250392	-1.946965
13.568527	-3.064004	-1.948167
13.569201	-4.644140	-1.949019
13.569874	-3.195742	-1.949727
13.570646	-3.974853	-1.950469
13.571320	-3.458491	-1.951049
13.572093	-3.078790	-1.951611
13.572766	-3.583420	-1.952058
13.573441	-2.198086	-1.952440
13.574114	-3.088548	-1.952723
13.574886	8.362542	-1.953007
13.552959	-3.883736	-1.920972
13.554027	-4.498101	-1.922883
13.554413	-4.581786	-1.923600
13.555087	-4.074890	-1.924848
13.555866	-2.426530	-1.926297
13.556447	-3.260622	-1.927419
13.557220	6.664892	-1.929047
13.557894	-3.373611	-1.930504
13.558573	-2.853771	-1.931907
13.559346	6.654159	-1.933350
13.560019	-3.378798	-1.934550
13.560699	-2.794506	-1.935804
13.562146	-3.613574	-1.938005
13.562826	-3.086842	-1.939043
13.563593	6.491328	-1.940080
13.564274	6.741316	-1.941027
13.565046	-3.629741	-1.942137
13.565720	-2.800824	-1.943086
13.566394	-3.429462	-1.944168
13.567841	-3.695185	-1.946401
13.569866	-2.696218	-1.948842
13.570640	-3.934919	-1.949462
13.572086	-4.250293	-1.950915
13.572760	-2.160772	-1.951664
13.573433	-2.141660	-1.952167
13.574206	-2.149000	-1.952578
13.552946	-1.878380	-1.920399
13.554013	-3.075073	-1.922501
13.554400	-2.645629	-1.923255
13.555079	-3.481639	-1.924488
13.556433	-2.994672	-1.927113
13.557207	-2.446393	-1.928516
13.557886	-2.916045	-1.929812
13.558559	6.034818	-1.931067
13.559333	-3.133238	-1.932691
13.560013	-2.094052	-1.934067
13.560786	6.822589	-1.935582
13.561460	-2.329818	-1.936670
13.562140	5.329932	-1.937677
13.562813	-4.414008	-1.938703
13.563586	6.120727	-1.939820
13.564266	-4.615138	-1.940782
13.565033	-4.108865	-1.941891
13.565713	-3.386341	-1.942882
13.566386	-3.352403	-1.943847
13.567060	7.554424	-1.944734
13.567833	-3.764143	-1.945825
13.568506	-2.826403	-1.946812
13.569187	-3.498859	-1.947488
13.569960	-3.341549	-1.948138
13.570633	-2.113454	-1.948554
13.572080	-3.228405	-1.950308
13.573427	0.542450	-1.951754
13.574200	-3.502988	-1.952264
13.574873	-1.351517	-1.952692
13.552933	-4.088414	-1.920338
13.553999	-2.844226	-1.922418
13.554387	-3.359468	-1.923180
13.555066	-4.239549	-1.924527
13.555840	-4.166834	-1.925974
13.556419	-2.552227	-1.927126
13.557194	-3.431761	-1.928551
13.557873	-3.145422	-1.929776
13.558546	-3.417787	-1.931066
13.559326	-2.057598	-1.932678
13.560000	-3.661001	-1.934081
13.560773	6.437757	-1.935499
13.561453	-3.349898	-1.936553
13.562126	-3.664123	-1.937512
13.562900	-1.947656	-1.938703
13.563580	6.201564	-1.939648
13.564253	-2.636936	-1.940665
13.564933	-2.559298	-1.941521
13.565700	7.337211	-1.942568
13.566380	-2.264504	-1.943434
13.567154	-1.122674	-1.944437
13.567734	-0.289949	-1.945207
13.568500	-1.609776	-1.946186
13.569180	-5.166143	-1.946927
13.569953	-3.904303	-1.947514
13.570626	-3.346938	-1.948006
13.571300	-3.883848	-1.948745
13.571973	-3.366889	-1.949609
13.572746	-4.599878	-1.950609
13.574100	-4.170577	-1.951716
13.574866	-3.041136	-1.952312
13.552920	-2.804467	-1.920763
13.553986	-3.428397	-1.922680
13.554373	-3.651405	-1.923403
13.555054	-3.357197	-1.924640
13.555826	-3.402248	-1.926166
13.556507	-3.821415	-1.927452
13.557186	-3.281764	-1.928771
13.557859	-2.584085	-1.930042
13.558539	-3.951714	-1.931348
13.559314	-2.392747	-1.932878
13.559993	-2.701199	-1.934146
13.560766	-2.812686	-1.935513
13.561440	-3.037941	-1.936438
13.562120	-3.000591	-1.937397
13.562893	7.026978	-1.938482
13.563566	-3.383810	-1.939506
13.564246	-2.185387	-1.940452
13.564919	-2.637253	-1.941336
13.565693	7.164439	-1.942245
13.566373	-2.779056	-1.943044
13.567820	-2.162813	-1.944804
13.568493	-2.593920	-1.945585
13.569173	-2.944524	-1.946303
13.569946	-4.042362	-1.946955
13.570621	-3.212737	-1.947459
13.571293	-2.791133	-1.948174
13.571973	-3.664092	-1.949069
13.572741	-2.822660	-1.950102
13.573420	-2.918816	-1.950783
13.574186	-3.940353	-1.951408
13.574866	-3.861854	-1.951947
13.552907	-2.315735	-1.921177
13.553973	-1.816028	-1.922899
13.554359	-4.040377	-1.923572
13.555040	-4.698052	-1.924896
13.555813	-4.295437	-1.926352
13.556393	6.231629	-1.927506
13.557173	-4.211734	-1.929010
13.557846	-2.768935	-1.930325
13.558526	-3.609597	-1.931660
13.559207	6.122957	-1.932865
13.559979	-2.737500	-1.934269
13.560753	-3.460875	-1.935552
13.561434	-3.636762	-1.936334
13.562107	-3.726576	-1.937219
13.562786	-2.929375	-1.938160
13.563560	-3.135959	-1.939278
13.564233	6.578788	-1.940213
13.565006	-1.000598	-1.941220
13.565686	-1.423523	-1.942016
13.566360	-3.664301	-1.942801
13.567039	-2.305501	-1.943496
13.567813	-2.880866	-1.944333
13.568486	-1.608334	-1.945025
13.569839	-2.424286	-1.946235
13.570613	-3.606854	-1.946954
13.571286	-2.960148	-1.947741
13.572060	-4.222083	-1.948796
13.572733	-2.474297	-1.949687
13.573414	-3.291956	-1.950347
13.574086	-4.379442	-1.950875
13.574860	5.332043	-1.951451
13.552894	4.392942	-1.921384
13.553960	-4.433069	-1.923134
13.554346	-2.391729	-1.923829
13.555027	-3.957048	-1.925212
13.555799	-3.479202	-1.926706
13.556387	-2.511221	-1.927853
13.557159	-3.090799	-1.929374
13.557839	-0.433487	-1.930618
13.558513	-2.964395	-1.931882
13.559293	-2.412427	-1.933150
13.559967	-4.827827	-1.934308
13.560747	-4.022538	-1.935487
13.561420	-4.874852	-1.936247
13.562099	-2.907687	-1.936972
13.562773	-3.526215	-1.937759
13.563546	-2.922884	-1.938869
13.564227	-4.025082	-1.939842
13.564906	-1.979819	-1.940816
13.565680	-2.134768	-1.941789
13.566353	5.762696	-1.942681
13.567034	6.991759	-1.943400
13.567806	-2.233537	-1.943920
13.568480	6.867522	-1.944422
13.569160	-3.177459	-1.944986
13.569934	-3.399669	-1.945774
13.570606	-2.930219	-1.946505
13.571280	-2.181991	-1.947345
13.571960	-1.869175	-1.948226
13.572733	-2.942572	-1.949335
13.573406	-3.571571	-1.949951
13.574080	-1.827832	-1.950431
13.574853	-2.651713	-1.950958
13.552879	3.707507	-1.921556
13.553946	-3.134393	-1.923413
13.554333	-2.490825	-1.924110
13.555014	-3.571738	-1.925496
13.555793	-4.784932	-1.927036
13.556373	-3.782639	-1.928273
13.557053	-2.763719	-1.929495
13.557826	-4.722365	-1.930944
13.558507	-4.129381	-1.932157
13.559280	9.376393	-1.933360
13.559959	-3.365866	-1.934401
13.560633	-3.280347	-1.935353
13.561413	-4.323087	-1.936092
13.562086	-2.535873	-1.936746
13.562860	-3.496892	-1.937568
13.563540	-2.568720	-1.938508
13.564219	-2.928989	-1.939514
13.564893	-2.910167	-1.940484
13.565666	7.084182	-1.941532
13.566347	8.416879	-1.942491
13.567120	8.643804	-1.943263
13.567800	-3.281642	-1.943534
13.568473	-3.382292	-1.943772
13.569153	-2.800360	-1.944304
13.569926	-3.391784	-1.945214
13.570600	-2.770813	-1.946006
13.571274	-4.825772	-1.946872
13.571953	-2.380102	-1.947875
13.572726	-3.663089	-1.948951
13.573400	-4.799482	-1.949585
13.574073	-3.733741	-1.949970
13.574847	-1.739233	-1.950370
13.552866	-3.190348	-1.921792
13.553933	-2.500659	-1.923654
13.554319	-3.043682	-1.924385
13.554999	-3.905814	-1.925785
13.555779	-3.604027	-1.927410
13.557134	-3.894937	-1.929877
13.557813	7.608327	-1.931015
13.558494	-1.105931	-1.932137
13.559267	-2.698718	-1.933084
13.559946	6.864421	-1.933881
13.560719	-1.519789	-1.934673
13.561306	-1.951234	-1.935035
13.562079	-3.614723	-1.935535
13.562854	-2.955135	-1.936255
13.563533	6.503356	-1.937374
13.564206	-3.537716	-1.938459
13.564886	-2.379229	-1.939547
13.565660	7.139764	-1.940779
13.566339	-3.214249	-1.941925
13.567013	-4.339145	-1.942709
13.567786	-4.189213	-1.943108
13.568466	-2.023472	-1.943417
13.569140	-4.703962	-1.943984
13.569913	-3.169756	-1.944917
13.570593	-3.202173	-1.945813
13.571266	-2.532162	-1.946684
13.572040	-3.420950	-1.947807
13.572720	-3.003314	-1.948712
13.573393	-2.993276	-1.949212
13.574166	-2.375930	-1.949436
13.574840	-1.965243	-1.949517
13.552753	-2.466628	-1.922233
13.553920	-2.544649	-1.924034
13.554306	-2.450077	-1.924685
13.554986	-2.579216	-1.926017
13.555766	-1.521929	-1.927569
13.557126	-3.032649	-1.929848
13.557800	-3.852647	-1.930792
13.558479	6.611253	-1.931650
13.559259	-3.245348	-1.932213
13.559940	-3.158720	-1.932689
13.560614	-1.572551	-1.933077
13.561393	-1.953824	-1.933432
13.562846	-0.825553	-1.934376
13.563519	-3.130841	-1.935743
13.564199	-1.557615	-1.937058
13.564880	-2.487327	-1.938409
13.565653	-2.283590	-1.939847
13.566326	-2.028978	-1.941123
13.567006	-3.050630	-1.942087
13.567780	-1.222356	-1.942544
13.568460	-3.386128	-1.942990
13.569133	-1.729311	-1.943637
13.569906	-3.313067	-1.944685
13.570587	-2.965806	-1.945588
13.571260	-2.168855	-1.946519
13.572033	-2.936248	-1.947578
13.572713	-2.194466	-1.948455
13.573386	5.713430	-1.948852
13.574840	-3.891138	-1.948714
13.552839	-2.771320	-1.922982
13.553906	-2.394882	-1.924394
13.554299	-2.700638	-1.924976
13.554980	-1.530897	-1.926246
13.555753	-2.215307	-1.927768
13.556333	-2.602728	-1.928915
13.557114	-3.290038	-1.929800
13.557793	-3.717196	-1.930526
13.558474	-3.437818	-1.931182
13.559246	4.771072	-1.931372
13.559927	-3.211325	-1.931471
13.560606	-2.257907	-1.931659
13.562060	8.397179	-1.931911
13.562833	-2.057673	-1.932580
13.563513	-2.429105	-1.934113
13.564194	6.918636	-1.935723
13.564966	-3.106197	-1.937492
13.565647	-3.467340	-1.938914
13.566319	-3.851300	-1.940368
13.566999	-2.384588	-1.941439
13.567773	-2.172574	-1.941997
13.568454	-2.659224	-1.942531
13.569127	-1.690298	-1.943212
13.569806	8.034083	-1.944219
13.570580	-3.050756	-1.945437
13.571253	-2.795554	-1.946329
13.572026	-3.381609	-1.947193
13.572706	-1.705894	-1.947915
13.573380	-2.323890	-1.948169
13.574161	-2.877183	-1.948095
13.574833	-1.423210	-1.947941
13.552826	-4.797594	-1.923225
13.553894	-5.547697	-1.924729
13.554286	-3.300564	-1.925298
13.554967	-4.234353	-1.926561
13.555740	-4.552736	-1.927943
13.556327	-3.836105	-1.929084
13.557100	-3.027771	-1.929649
13.557779	-2.932192	-1.930147
13.558460	-4.449852	-1.930516
13.559233	-1.410907	-1.928272
13.559913	-2.275177	-1.926089
13.560693	-2.096955	-1.924880
13.561374	-2.228169	-1.929013
13.562053	-4.409109	-1.933391
13.562826	-2.911523	-1.937222
13.563507	-3.668755	-1.936918
13.564180	-3.396037	-1.936566
13.564859	-4.658683	-1.936467
13.566313	-2.682522	-1.939381
13.566993	6.873574	-1.940445
13.567767	-2.535574	-1.941200
13.568446	-3.546328	-1.941843
13.569119	-3.746096	-1.942647
13.569893	1.849749	-1.944016
13.570574	-4.754978	-1.945268
13.571247	-1.970217	-1.946058
13.571926	6.585162	-1.946485
13.572700	-3.716391	-1.946864
13.573380	-4.153997	-1.947085
13.574153	-3.192375	-1.947190
13.574826	0.995784	-1.947244
13.553879	-3.681289	-1.924905
13.554273	-3.507205	-1.925629
13.554954	-4.167557	-1.926809
13.555727	-2.928745	-1.928163
13.556314	-2.537333	-1.929173
13.557087	-3.670376	-1.929495
13.557774	0.127962	-1.929675
13.558453	-2.459803	-1.929756
13.559226	-1.057852	-1.924450
13.559906	3.026809	-1.919625
13.560586	-2.849369	-1.915819
13.561360	-2.612739	-1.925884
13.562039	-3.996687	-1.934991
13.562813	0.741442	-1.942305
13.563494	-4.457973	-1.939969
13.564173	-3.483068	-1.937430
13.564854	-3.348636	-1.935743
13.565626	-3.768717	-1.937211
13.566306	-3.762102	-1.938424
13.567080	-3.725922	-1.939667
13.567760	-3.756878	-1.940346
13.568433	-4.650413	-1.941085
13.569113	1.828493	-1.942114
13.569887	-1.478431	-1.943635
13.570566	-5.301257	-1.945028
13.571239	-4.222538	-1.945899
13.571919	-3.456811	-1.945908
13.572693	-2.718902	-1.945912
13.573373	1.331735	-1.945953
13.574146	-2.502444	-1.946299
13.574826	1.800250	-1.946596
13.552800	-3.473636	-1.922892
13.553866	-3.158895	-1.925173
13.554260	-4.650108	-1.925987
13.554939	-4.266859	-1.927071
13.555620	-2.914596	-1.928171
13.556400	-3.689102	-1.929345
13.557079	-2.928807	-1.929275
13.557760	-2.923345	-1.929254
13.558439	-2.391205	-1.929136
13.559226	-1.881331	-1.921272
13.560674	-2.282560	-1.911495
13.561346	8.175344	-1.923634
13.562019	-0.470353	-1.935457
13.562807	8.305170	-1.944549
13.563486	-3.702313	-1.940899
13.564167	-4.815951	-1.937441
13.564939	0.523407	-1.935289
13.566299	-2.747153	-1.937754
13.567073	-4.276574	-1.939017
13.567753	-5.486353	-1.939845
13.568426	-4.953218	-1.940685
13.569107	-3.426050	-1.941748
13.569880	-4.821719	-1.943302
13.570560	-2.985466	-1.944601
13.571239	-2.732811	-1.945335
13.572013	-3.743675	-1.945273
13.572686	-2.575650	-1.945262
13.573367	-3.408844	-1.945474
13.574140	-3.798080	-1.945995
13.574820	-3.043149	-1.946419
13.552787	-2.070969	-1.922365
13.553853	-3.922815	-1.924460
13.554247	-2.729489	-1.925154
13.554926	-2.130348	-1.926279
13.555706	-4.030862	-1.927507
13.556286	4.403043	-1.928461
13.557066	-2.827459	-1.928590
13.557747	-0.618636	-1.928539
13.558526	-1.566641	-1.928016
13.559213	-1.519692	-1.923895
13.559894	-5.128933	-1.920057
13.560666	-2.699473	-1.918245
13.561346	-3.011290	-1.925992
13.562019	-2.583290	-1.933265
13.562700	-4.318491	-1.939193
13.563480	1.029785	-1.937207
13.564154	-4.533014	-1.935603
13.564833	-2.811493	-1.934648
13.565613	-2.089024	-1.936166
13.566287	-2.494970	-1.937523
13.567066	0.285471	-1.938783
13.567739	-3.069566	-1.939682
13.568420	1.320982	-1.940595
13.569099	0.562833	-1.941595
13.569874	-4.235783	-1.942896
13.570553	7.931873	-1.943947
13.571233	-5.241121	-1.944663
13.571906	2.546284	-1.944698
13.572686	-4.595155	-1.944760
13.573460	-3.405467	-1.945176
13.574133	-4.093268	-1.945792
13.574814	-4.801749	-1.946425
13.552773	4.370093	-1.921690
13.553846	-5.666957	-1.923509
13.554234	-2.705166	-1.924155
13.554913	1.719011	-1.925326
13.555693	-4.044630	-1.926676
13.556373	4.733076	-1.927802
13.557053	-2.643758	-1.927801
13.557733	-0.321876	-1.927872
13.558513	-3.404707	-1.927774
13.559199	-3.978753	-1.926431
13.559880	-4.412919	-1.925397
13.560559	-2.696760	-1.924734
13.561333	-3.149043	-1.928251
13.562019	-3.870225	-1.931084
13.562794	-3.617531	-1.933317
13.563467	-3.900901	-1.933433
13.564146	-3.893873	-1.933684
13.564919	-3.370975	-1.934444
13.565600	2.298267	-1.935817
13.566279	-4.043981	-1.937172
13.567734	-4.637017	-1.939513
13.569094	-2.989395	-1.941434
13.569866	-4.608137	-1.942512
13.570546	-3.944923	-1.943473
13.571226	-2.932085	-1.943953
13.571899	-3.079352	-1.944182
13.572680	-4.640302	-1.944332
13.573354	-4.462892	-1.944765
13.574133	-2.428407	-1.945624
13.574806	-4.609937	-1.946313
13.552759	-2.617316	-1.920923
13.554220	-3.492411	-1.923254
13.554899	-3.451897	-1.924359
13.555679	-2.338562	-1.925741
13.556267	2.670930	-1.926719
13.557040	-4.708831	-1.927028
13.557727	-3.831767	-1.927239
13.558406	-4.377241	-1.927422
13.559186	-3.887664	-1.927864
13.560547	-1.401556	-1.928656
13.562000	-3.579614	-1.930115
13.562679	-4.375034	-1.930802
13.563459	-3.492953	-1.932069
13.564139	-4.401341	-1.933111
13.564914	6.584850	-1.934425
13.565593	-3.526046	-1.935897
13.566274	-2.885497	-1.937386
13.566953	6.961835	-1.938732
13.567726	-3.493395	-1.939678
13.568407	-2.291727	-1.940505
13.569180	-3.289797	-1.941416
13.569767	2.564511	-1.941987
13.570539	2.610214	-1.942758
13.571219	-2.449843	-1.943256
13.571893	-4.402687	-1.943636
13.572673	-4.008107	-1.944034
13.573346	-3.801084	-1.944575
13.574127	-3.796782	-1.945409
13.574800	-1.727006	-1.946093
13.552746	2.239024	-1.919861
13.553820	-2.127282	-1.921679
13.554207	-1.242454	-1.922383
13.554886	-1.089772	-1.923399
13.555573	-0.509072	-1.924377
13.556253	-1.355967	-1.925377
13.557033	-2.294264	-1.926039
13.557714	2.429771	-1.926611
13.558393	4.609503	-1.927175
13.559853	7.482641	-1.928319
13.561993	-3.336381	-1.930071
13.562674	-3.393689	-1.930626
13.563446	-3.402631	-1.932031
13.564126	-2.149899	-1.933182
13.564807	-2.898548	-1.934456
13.565587	-3.426770	-1.936275
13.566259	-3.867147	-1.937862
13.567720	-4.186347	-1.939955
13.568399	-2.887704	-1.940582
13.569073	-2.405282	-1.941108
13.569853	2.547493	-1.941587
13.570533	-1.799023	-1.941959
13.571213	7.986704	-1.942404
13.571986	2.037670	-1.943098
13.572666	-3.308525	-1.943770
13.573346	-2.904637	-1.944384
13.574120	0.951127	-1.945139
13.552732	-3.800486	-1.918777
13.553806	-4.207861	-1.920854
13.554193	1.972025	-1.921593
13.554873	-1.695279	-1.922557
13.555654	-4.812005	-1.923473
13.556340	1.248543	-1.924304
13.557019	-2.176656	-1.925175
13.557700	-2.273217	-1.926160
13.558380	1.366313	-1.927017
13.559160	-3.752582	-1.927792
13.559839	-3.751714	-1.928422
13.561979	-3.529603	-1.930003
13.562759	-2.570261	-1.930642
13.563439	-4.932018	-1.931985
13.564120	1.280702	-1.933275
13.565573	-2.557897	-1.936523
13.566254	1.279665	-1.938056
13.567034	-2.615516	-1.939496
13.567713	6.429999	-1.939993
13.568386	-3.838402	-1.940571
13.569067	-2.740422	-1.940974
13.569846	1.415298	-1.941264
13.570526	-2.002949	-1.941482
13.571206	-2.868231	-1.941873
13.571980	-4.079828	-1.942668
13.572659	0.477806	-1.943279
13.573339	-2.379442	-1.943954
13.574114	1.328139	-1.944711
13.574793	-3.935007	-1.945387
13.552719	-2.733244	-1.918153
13.553793	2.577490	-1.920232
13.554179	-2.030514	-1.921012
13.554866	-1.833975	-1.921744
13.555646	1.650280	-1.922580
13.556226	1.689344	-1.923143
13.557007	2.310108	-1.924326
13.557687	-3.115937	-1.925419
13.558373	-4.728545	-1.926485
13.559147	-1.549978	-1.927157
13.560513	-2.833938	-1.928080
13.561293	-0.513272	-1.928844
13.561974	8.387436	-1.929573
13.562653	1.444024	-1.930337
13.563426	-2.945135	-1.931904
13.564107	-2.661331	-1.933317
13.564886	-2.947640	-1.934961
13.565567	0.503882	-1.936307
13.566246	-2.230792	-1.937744
13.567020	0.843379	-1.939017
13.567699	-3.099479	-1.939636
13.568380	-3.522558	-1.940346
13.569059	-3.047039	-1.940947
13.569839	1.413474	-1.941188
13.570519	1.560015	-1.941410
13.571200	-3.564056	-1.941719
13.571973	-1.868355	-1.942235
13.572653	0.436973	-1.942679
13.573334	-4.635977	-1.943267
13.574106	-4.785404	-1.944088
13.574787	-3.149145	-1.944845
13.552707	-1.504777	-1.917817
13.553780	-2.942264	-1.919770
13.554166	-1.869963	-1.920447
13.554852	5.958506	-1.921069
13.555634	6.594919	-1.921659
13.556220	8.471745	-1.922061
13.556993	-2.646368	-1.923347
13.557680	-4.061457	-1.924628
13.558460	-3.470757	-1.926090
13.559040	-2.576770	-1.926349
13.559820	-3.034006	-1.926715
13.560599	-2.895060	-1.927113
13.561279	-3.372616	-1.928053
13.561959	-2.021570	-1.929124
13.562739	8.728927	-1.930398
13.563420	-1.950849	-1.931843
13.564099	8.303918	-1.933373
13.564880	-2.645562	-1.935002
13.565559	6.068020	-1.936147
13.566240	-3.166997	-1.937317
13.566919	-3.535240	-1.938405
13.567694	-3.902435	-1.939364
13.568373	-3.620169	-1.940189
13.569053	-1.589636	-1.940830
13.569833	-3.680637	-1.941071
13.570514	-1.969765	-1.941251
13.571193	-2.660154	-1.941490
13.571966	-2.608107	-1.941768
13.572647	0.590479	-1.942038
13.573326	-2.755733	-1.942558
13.574100	-4.111134	-1.943454
13.574780	5.970650	-1.944258
13.552693	-3.044413	-1.917514
13.553766	5.076434	-1.919279
13.554160	-3.971086	-1.919987
13.554840	-2.849036	-1.920415
13.555620	1.056688	-1.920720
13.556207	-2.998572	-1.920978
13.556986	-4.315659	-1.922380
13.557766	-3.543992	-1.924029
13.558346	-2.056301	-1.925234
13.559126	-3.233301	-1.925609
13.559807	6.605568	-1.925790
13.560586	-2.494458	-1.926157
13.561267	-1.226521	-1.927353
13.561954	-3.526003	-1.928577
13.562633	-1.613835	-1.929804
13.563413	-2.835247	-1.931576
13.564094	-2.591134	-1.933129
13.564867	-3.245617	-1.934745
13.565546	1.945988	-1.935762
13.566227	6.483719	-1.936799
13.567006	3.856617	-1.937991
13.567686	-4.165441	-1.939094
13.568366	-3.153480	-1.940220
13.569046	-4.412316	-1.941073
13.570506	-2.653280	-1.941332
13.571187	7.165498	-1.941511
13.571866	1.671271	-1.941654
13.572639	-0.987322	-1.941793
13.573320	-3.018616	-1.942224
13.573999	-3.268075	-1.943103
13.574773	-4.353225	-1.944083
13.552680	-1.899897	-1.916058
13.553753	-3.101285	-1.917812
13.554147	-1.779650	-1.918365
13.554827	-2.303332	-1.919000
13.555607	-2.277410	-1.919481
13.556193	-3.098368	-1.919836
13.556973	-3.006726	-1.921202
13.557653	-2.419690	-1.922577
13.558340	-3.553621	-1.923925
13.559120	-5.382176	-1.924604
13.559799	-4.228269	-1.925056
13.560580	-4.294926	-1.925622
13.561259	-4.140631	-1.926803
13.561940	-4.793899	-1.928054
13.562619	-3.907947	-1.929214
13.563400	-2.668173	-1.931074
13.564079	-4.663749	-1.932549
13.564760	-2.406806	-1.933995
13.565540	-4.218764	-1.935192
13.566219	-2.851927	-1.936132
13.566900	-1.858199	-1.937158
13.567679	-3.025075	-1.938818
13.568359	-2.145185	-1.940340
13.569039	-3.611109	-1.941472
13.569819	-3.910237	-1.941483
13.570500	-2.615271	-1.941478
13.571274	-1.470657	-1.941550
13.572634	-2.568209	-1.941613
13.573313	-2.663721	-1.942006
13.574093	-3.376618	-1.942980
13.574773	-0.449316	-1.943901
13.552567	-3.109322	-1.914338
13.553740	-1.493556	-1.916221
13.554132	-1.979145	-1.916832
13.554813	-2.927317	-1.917507
13.555593	-3.422932	-1.918227
13.556179	-3.062026	-1.918750
13.556959	-0.542034	-1.920058
13.557646	-3.469125	-1.921374
13.558327	-2.553282	-1.922688
13.559106	6.669655	-1.923532
13.559787	-2.157598	-1.924248
13.560567	2.608893	-1.925096
13.561254	-3.369708	-1.926338
13.561933	-1.737801	-1.927501
13.562714	-2.575175	-1.928945
13.563393	-2.265150	-1.930485
13.564074	-2.384631	-1.932022
13.564753	-1.659224	-1.933494
13.565533	-3.040592	-1.934520
13.566214	-0.874869	-1.935438
13.566993	-1.339249	-1.936792
13.567673	-3.691343	-1.938570
13.568353	-2.458424	-1.940443
13.569034	-0.773615	-1.941863
13.569806	-2.432374	-1.941748
13.570493	-3.296603	-1.941679
13.571173	-2.507982	-1.941640
13.571854	7.405811	-1.941553
13.572626	-2.263571	-1.941452
13.573307	-4.321615	-1.941810
13.573986	-3.223746	-1.942725
13.574766	-3.705513	-1.943714
13.552653	-2.366443	-1.912866
13.553726	2.228003	-1.914582
13.554119	1.853418	-1.915212
13.554806	0.283237	-1.916085
13.555586	-2.846143	-1.916899
13.556166	-2.853007	-1.917556
13.556953	7.321414	-1.918938
13.557632	-2.180390	-1.920182
13.558313	1.359772	-1.921526
13.559000	-1.851974	-1.922470
13.559779	-1.702811	-1.923558
13.560559	-1.001891	-1.924640
13.561240	-2.462382	-1.925895
13.561920	-4.157034	-1.927148
13.562607	2.647836	-1.928425
13.564066	-1.180390	-1.931429
13.564840	-1.921472	-1.932940
13.565527	-0.894622	-1.933880
13.566206	-2.498812	-1.934841
13.566887	-3.877085	-1.935935
