Local Time [hour]	OMEGA Normalized Pressure [%]	MCD Normalized Pressure [%]
14.584714	-6.891864	-3.169037
14.585160	-7.132452	-3.166511
14.586574	-6.959824	-3.165725
14.582848	-7.170201	-3.172665
14.585613	-3.979626	-3.166435
14.587027	-7.865686	-3.169181
14.582399	-3.194527	-3.171328
14.582913	-2.367195	-3.172021
14.583746	-1.967566	-3.173330
14.584260	-8.893572	-3.172017
14.584714	-9.285006	-3.170902
14.585607	-3.100285	-3.168970
14.586126	-3.237659	-3.169044
14.586574	-7.741361	-3.169954
14.587027	-6.708953	-3.170836
14.587474	-2.749028	-3.171670
14.587986	-9.249312	-3.172564
14.582073	-3.035688	-3.170066
14.583746	-2.747830	-3.172612
14.585160	-6.061762	-3.171546
14.585607	-9.492093	-3.171448
14.587020	-6.001238	-3.172539
14.581427	-2.289908	-3.168370
14.581427	-3.840757	-3.168297
14.584260	-6.522861	-3.172336
14.586120	-2.329862	-3.174201
14.587020	-6.463890	-3.174197
14.581427	-3.395866	-3.167758
14.582067	-7.111304	-3.168676
14.582907	-5.790557	-3.170009
14.584706	-2.101050	-3.172833
14.585154	-2.797545	-3.173503
14.586574	-3.212205	-3.174270
14.581427	-6.580062	-3.167884
14.584706	-3.724330	-3.172240
14.586054	-9.111954	-3.173872
14.587474	-6.985622	-3.173394
14.587920	-7.089338	-3.173240
14.581420	-2.833570	-3.167976
14.581420	-3.612800	-3.167944
14.582067	-3.210176	-3.168723
14.582840	-2.876630	-3.169400
14.584700	-5.883371	-3.171588
14.585154	-3.595564	-3.172291
14.584700	-2.932814	-3.171030
14.587920	-3.003698	-3.172459
14.581420	-7.319343	-3.168168
14.582060	-9.064783	-3.168786
14.583346	-3.268509	-3.169057
14.584247	-2.779469	-3.169769
14.585147	-9.821018	-3.171096
14.586054	-2.028647	-3.172087
14.586566	-1.504605	-3.172092
14.587013	-5.640932	-3.172065
14.587466	-10.269543	-3.172049
14.587980	-2.942330	-3.172068
14.581413	-2.738983	-3.167928
14.584700	-2.275256	-3.169882
14.585147	-2.584211	-3.170466
14.586046	-1.970454	-3.171331
14.586566	-2.098069	-3.171444
14.581413	-5.907589	-3.166590
14.583346	-2.634624	-3.167854
14.584247	-4.146921	-3.168675
14.585600	-2.892760	-3.170248
14.587980	-9.893720	-3.170839
14.582440	-1.973751	-3.166555
14.583341	-2.110762	-3.167308
14.584247	-6.901252	-3.168213
14.584694	-6.533610	-3.168735
14.587914	-2.978295	-3.170252
14.582440	-2.630656	-3.165634
14.583341	-7.183839	-3.166785
14.587980	-2.939144	-3.169785
14.581347	-6.687721	-3.163371
14.581407	-6.258166	-3.163439
14.583727	-2.674307	-3.166866
14.584240	-2.175169	-3.167302
14.584694	-3.172501	-3.167616
14.586106	-1.577030	-3.168511
14.587461	-5.885274	-3.169149
14.587914	-2.792716	-3.169367
14.581407	-3.332750	-3.162913
14.583787	-7.112113	-3.166255
14.585140	-7.342805	-3.167248
14.585594	-2.803588	-3.167618
14.586106	-6.614605	-3.167936
14.586560	-2.466295	-3.168251
14.587973	-3.405547	-3.169367
14.581340	-3.194867	-3.162468
14.581407	-3.087247	-3.162594
14.582820	-1.646475	-3.164443
14.583333	-3.780985	-3.165048
14.584240	-6.881345	-3.165896
14.581340	-6.502588	-3.162240
14.583720	-9.174135	-3.164795
14.585140	-2.716238	-3.165911
14.586553	-2.214044	-3.167389
14.587007	-0.441869	-3.167991
14.582367	-2.501058	-3.163092
14.582813	-2.597785	-3.163479
14.583333	-6.735295	-3.163843
14.584686	-8.966280	-3.164892
14.585587	-7.791538	-3.165730
14.586101	-2.604254	-3.166255
14.581400	-2.066186	-3.161658
14.581400	-2.567947	-3.161648
14.582880	-6.884468	-3.162942
14.583333	-2.912048	-3.163150
14.584686	-2.869742	-3.164271
14.585587	-2.806324	-3.165073
14.586553	-6.899136	-3.166482
14.587453	-2.831553	-3.167873
14.587000	-6.683982	-3.166711
14.581326	-6.116399	-3.153869
14.582041	-2.708468	-3.155055
14.583780	-3.546082	-3.162522
14.584227	-2.946270	-3.162960
14.584681	-2.559317	-3.163321
14.586101	-6.883501	-3.164769
14.587907	-2.780743	-3.167684
14.581393	-1.513896	-3.149336
14.582033	-2.100478	-3.151109
14.582359	-3.039154	-3.153005
14.582807	-6.529692	-3.155782
14.583326	-7.235189	-3.159150
14.584227	-3.819613	-3.162445
14.584681	-6.780214	-3.162876
14.585127	-9.370150	-3.163259
14.585581	-8.955837	-3.163667
14.581387	-5.502862	-3.145047
14.582033	-9.255654	-3.147160
14.583321	-9.185788	-3.157792
14.586033	-2.782761	-3.163664
14.581320	-6.086521	-3.141196
14.581387	-8.612180	-3.140771
14.582354	-3.163128	-3.146833
14.584227	-2.878357	-3.161526
14.585581	-2.676563	-3.162619
14.587000	-2.427273	-3.164560
14.582420	-4.272604	-3.149252
14.583321	-3.438455	-3.156924
14.586093	-3.397707	-3.162370
14.583321	-6.747886	-3.157206
14.583767	-9.521865	-3.160108
14.584221	-9.340208	-3.160367
14.585573	-6.195081	-3.161103
14.584673	-3.067264	-3.160031
14.585119	-8.643584	-3.160190
14.581313	-10.072442	-3.151113
14.581380	-9.793791	-3.151257
14.585119	-2.202579	-3.159501
14.586087	-3.012118	-3.159939
14.586993	-9.283654	-3.160901
14.582020	-6.760246	-3.154705
14.583313	-2.052256	-3.157682
14.583699	-6.300262	-3.158581
14.582793	-9.288485	-3.156116
14.583247	-3.035332	-3.157026
14.585567	-1.748140	-3.158652
14.586987	-2.299610	-3.160051
14.581373	-2.769317	-3.153268
14.581373	-2.746254	-3.153309
14.582020	-2.516940	-3.154236
14.582339	-1.892474	-3.154859
14.582793	-8.647968	-3.155751
14.583307	-6.141585	-3.156703
14.584213	-5.675743	-3.157725
14.585114	-3.044220	-3.158065
14.581306	-2.971470	-3.153075
14.581373	-2.070033	-3.153156
14.582080	-7.026102	-3.154141
14.583307	-2.398110	-3.156262
14.584146	-3.351244	-3.157186
14.584599	-2.665919	-3.157365
14.583694	-2.649442	-3.156361
14.584660	-2.900920	-3.156935
14.582013	-2.859750	-3.153604
14.582787	-2.880537	-3.154746
14.583754	-8.455928	-3.156072
14.584206	-2.452871	-3.156304
14.585114	-2.987966	-3.156915
14.586013	-2.610712	-3.157532
14.586987	-2.113766	-3.158696
14.587440	-2.773912	-3.159217
14.581367	-1.058032	-3.152741
14.581300	-1.995911	-3.152725
14.582073	-3.092266	-3.153573
14.582853	-2.908307	-3.154571
14.584206	-3.123689	-3.156027
14.584660	-8.637676	-3.156380
14.585114	-6.117958	-3.156656
14.585560	-1.135847	-3.156961
14.586534	-2.930784	-3.157915
14.586987	-2.574379	-3.158386
14.582787	-1.982747	-3.154299
14.585560	-7.896114	-3.156715
14.587433	-3.518164	-3.158507
14.587954	-2.922686	-3.159024
14.585106	-2.642310	-3.156190
14.581360	-1.519571	-3.152504
14.582394	-5.892205	-3.153477
14.584654	-7.120572	-3.155528
14.585106	-7.155060	-3.155998
14.586527	-3.112578	-3.157106
14.586980	-3.159593	-3.157480
14.587433	-2.941832	-3.157879
14.587887	-6.631071	-3.158183
14.581360	-1.905528	-3.152383
14.582326	-1.782782	-3.153232
14.583294	-2.121585	-3.154111
14.583680	-1.894733	-3.154486
14.585106	-8.623175	-3.155736
14.585560	-2.319624	-3.156217
14.587433	-2.573523	-3.157572
14.581294	-1.791009	-3.152140
14.585553	-6.843396	-3.155941
14.586527	-2.115590	-3.156687
14.586980	-2.419203	-3.157031
14.587433	-6.990998	-3.157298
14.581354	-1.862447	-3.152053
14.586973	-1.923353	-3.156724
14.582320	-6.399213	-3.152739
14.582840	-5.759975	-3.153272
14.583286	-8.708557	-3.153641
14.583740	-1.881737	-3.154102
14.586006	-2.063440	-3.155798
14.582320	-1.748131	-3.152518
14.583226	-5.533646	-3.153434
14.583740	-2.228521	-3.153929
14.586006	-1.836612	-3.155599
14.586973	-7.416100	-3.156260
14.587427	-8.103796	-3.156671
14.582767	-6.230405	-3.152838
14.584193	-2.054123	-3.154045
14.584646	-1.311558	-3.154439
14.585100	-2.074271	-3.154742
14.583286	-5.852053	-3.153141
14.583740	-2.286734	-3.153604
14.584640	-2.161660	-3.154204
14.587939	-6.514362	-3.156699
14.581280	-8.332692	-3.151195
14.583673	-5.237607	-3.153356
14.585546	-8.089550	-3.154735
14.585999	-2.221037	-3.155076
14.586520	-2.026161	-3.155473
14.586973	-1.581757	-3.155806
14.587427	-1.808927	-3.156178
14.583281	-1.288970	-3.152776
14.584640	-1.769733	-3.153901
14.584640	-2.072314	-3.153734
14.585087	-1.908216	-3.153885
14.585540	-1.622549	-3.154203
14.582307	-4.988426	-3.151397
14.582760	-2.039314	-3.151899
14.581333	-5.685051	-3.150410
14.582300	-1.443838	-3.151262
14.583727	-1.400615	-3.152579
14.587420	-1.806056	-3.154739
14.585087	-2.387704	-3.153439
14.585540	-1.359380	-3.153733
14.585994	-2.313519	-3.154038
14.581326	-8.621441	-3.150091
14.582753	-1.901133	-3.151358
14.586506	-1.955302	-3.153920
14.586960	-2.020823	-3.154013
14.582300	-1.956664	-3.150760
14.583266	-1.635932	-3.151603
14.584173	-1.327430	-3.152310
14.586054	-1.303142	-3.153645
14.587480	-1.440053	-3.153961
14.586960	-6.188955	-3.153628
14.587414	-1.561396	-3.153735
14.587934	-1.300732	-3.153869
14.582359	-1.020212	-3.150424
14.584173	-8.446345	-3.151861
14.584626	-2.857608	-3.152181
14.585080	-1.500181	-3.152525
14.585533	-5.741050	-3.152808
14.586960	-1.286765	-3.153425
14.585986	-8.244308	-3.152822
14.586506	-1.530863	-3.153066
14.585986	-1.567066	-3.152630
14.581253	-1.392205	-3.149162
14.583647	-2.198563	-3.150848
14.584167	-2.225420	-3.151288
14.585526	-8.533696	-3.152235
14.586046	-5.691102	-3.152503
14.586500	-5.790733	-3.152743
14.586500	-3.288706	-3.152529
14.584613	-5.199868	-3.151283
14.581953	-9.352983	-3.149295
14.583253	-0.865365	-3.150280
14.583639	-1.227617	-3.150552
14.587406	-2.159422	-3.152483
14.585067	-2.070535	-3.151220
14.585521	-8.040966	-3.151425
14.586040	-6.141860	-3.151775
14.586946	-6.398177	-3.152259
14.587400	-8.607497	-3.152519
14.587860	-6.379525	-3.152752
14.581306	-2.031753	-3.148713
14.584160	-1.607524	-3.150503
14.585973	-3.290609	-3.151508
14.581953	-0.196042	-3.149017
14.582793	-2.119662	-3.149569
14.584613	-5.921900	-3.150613
14.582727	-2.088068	-3.149399
14.584153	-5.974067	-3.150193
14.582273	-1.984704	-3.148993
14.585060	-1.015582	-3.150543
14.586487	-2.231233	-3.151540
14.587852	-9.649253	-3.152824
14.581947	-2.251378	-3.148657
14.582266	-6.087077	-3.148604
14.583174	-5.662758	-3.149161
14.586487	-5.439610	-3.151221
14.583626	-0.673402	-3.149307
14.584146	-1.775501	-3.149537
14.584599	-1.713020	-3.149783
14.585513	-1.835848	-3.150324
14.586033	-5.429054	-3.150671
14.586940	-1.492265	-3.151319
14.587393	-5.728576	-3.151688
14.585053	-2.453183	-3.149808
14.586027	-1.723330	-3.150443
14.583234	-1.300994	-3.148622
14.584599	-1.948185	-3.149458
14.585053	-1.842966	-3.149756
14.585506	-6.313826	-3.150070
14.584594	-6.233522	-3.149359
14.586933	-2.061919	-3.151296
14.587387	-1.408583	-3.151714
14.584594	-1.950995	-3.149286
14.587387	-1.816452	-3.151636
14.582706	-1.913026	-3.147996
14.585500	-1.308410	-3.149899
14.587387	-1.543090	-3.151570
14.581273	-8.083831	-3.147139
14.581273	-8.213686	-3.147045
14.584133	-7.808536	-3.148762
14.581273	-1.889257	-3.147030
14.581926	-2.296763	-3.147385
14.583680	-2.044387	-3.148363
14.585500	-1.485590	-3.149721
14.586020	-1.505202	-3.150122
14.587387	-2.424301	-3.151344
14.585500	-8.870841	-3.149623
14.584587	-8.485851	-3.148894
14.585493	-1.337384	-3.149437
14.586407	-2.438492	-3.150141
14.586926	-2.257349	-3.150620
14.587900	-1.693432	-3.151434
14.582693	-8.589084	-3.147435
14.583214	-8.409871	-3.147715
14.585040	-8.832772	-3.149018
14.585947	-1.747606	-3.149679
14.586467	-2.636779	-3.150126
14.587900	-1.372091	-3.151297
14.584579	-1.643938	-3.148589
14.585033	-8.652692	-3.148897
14.581193	-8.247394	-3.146162
14.584579	-1.731985	-3.148484
14.585033	-8.893068	-3.148846
14.585493	-2.477752	-3.149223
14.586013	-8.687132	-3.149538
14.587379	-1.914048	-3.150563
14.587900	-1.996907	-3.150978
14.581261	-9.326356	-3.145999
14.581261	-2.046095	-3.146031
14.581261	-8.968880	-3.145940
14.581187	-1.573803	-3.145786
14.581253	-1.679188	-3.145856
14.582686	-1.660723	-3.146797
14.583660	-1.527421	-3.147410
14.585033	-2.081181	-3.148401
14.584120	-1.244712	-3.147565
14.585487	-1.270184	-3.148551
14.586460	-1.649140	-3.149360
14.586920	-1.495852	-3.149719
14.581253	-8.593866	-3.145639
14.582294	-1.787431	-3.146345
14.584574	-2.162497	-3.147694
14.585027	-2.241800	-3.148083
14.587373	-1.883146	-3.150034
14.587893	-2.032677	-3.150536
14.581247	-1.526896	-3.145573
14.582680	-1.467506	-3.146378
14.587373	-1.825569	-3.149784
14.587893	-1.646291	-3.150305
14.581900	-1.948955	-3.145814
14.582287	-8.519893	-3.145960
14.583200	-8.708469	-3.146528
14.583653	-1.271040	-3.146748
14.584566	-1.797258	-3.147391
14.581893	-8.845861	-3.145598
14.584566	-1.767028	-3.147193
14.585020	-1.762548	-3.147602
14.587367	-1.739151	-3.149373
14.587893	-2.309708	-3.149792
14.582287	-8.163842	-3.145681
14.585480	-1.468333	-3.147638
14.581240	-2.066073	-3.144980
14.581893	-8.712611	-3.145217
14.582741	-2.085224	-3.145741
14.583133	-1.646429	-3.145953
14.581240	-1.674080	-3.144797
14.581893	-1.997558	-3.145132
14.583647	-8.944296	-3.146142
14.585474	-2.106312	-3.147352
14.586453	-2.534318	-3.148109
14.587367	-2.527086	-3.148722
14.582673	-2.084743	-3.145496
14.583580	-9.096537	-3.146003
14.585474	-8.382812	-3.147245
14.587887	-2.122155	-3.148834
14.581234	-1.714385	-3.144570
14.583647	-2.588536	-3.145946
14.582213	-2.377093	-3.145161
14.584560	-1.136971	-3.146474
14.585012	-2.325326	-3.146763
14.583187	-1.756545	-3.145672
14.583639	-2.368503	-3.145927
14.585012	-8.407194	-3.146753
14.586906	-2.105201	-3.147794
14.587820	-2.386529	-3.148294
14.586906	-2.391541	-3.147781
14.587359	-1.408637	-3.148016
14.581226	-1.460332	-3.144504
14.582266	-1.430326	-3.145122
14.585007	-1.731048	-3.146665
14.586446	-2.309048	-3.147611
14.587813	-2.098851	-3.148246
14.581226	-8.914622	-3.144546
14.582660	-2.628367	-3.145296
14.583179	-2.093252	-3.145529
14.584553	-2.871856	-3.146370
14.585007	-2.031472	-3.146734
14.585466	-8.552055	-3.147033
14.585986	-8.668135	-3.147402
14.586446	-1.840438	-3.147651
14.586900	-8.444466	-3.147819
14.587359	-8.805608	-3.148046
14.587880	-2.420032	-3.148294
14.581220	-8.838593	-3.144501
14.583179	-2.018670	-3.145430
14.584093	-2.311718	-3.145940
14.585466	-8.904139	-3.147087
14.586440	-8.692383	-3.147694
14.586900	-8.595794	-3.147811
14.587359	-2.984111	-3.148028
14.581154	-3.058009	-3.144480
14.581220	-2.226683	-3.144512
14.581874	-1.440709	-3.144822
14.582266	-9.232573	-3.145038
14.582720	-8.646357	-3.145199
14.585461	-2.148263	-3.147159
14.586900	-1.900575	-3.147861
14.587354	-7.893600	-3.148063
14.583567	-2.696652	-3.145607
14.585461	-8.369797	-3.147090
14.586900	-1.259831	-3.147942
14.581154	-2.414835	-3.144466
14.581146	-1.647008	-3.144462
14.585461	-1.904010	-3.147126
14.582646	-8.732225	-3.145371
14.585913	-2.500549	-3.147550
14.581213	-8.536890	-3.144573
14.585980	-2.129408	-3.147529
14.584080	-1.601340	-3.146424
14.585453	-5.489337	-3.147172
14.586433	-5.504433	-3.147826
14.583100	-1.727145	-3.145775
14.584080	-6.049143	-3.146448
14.584993	-1.441017	-3.146894
14.585446	-1.899359	-3.147152
14.586886	-2.069806	-3.148221
14.587346	-2.735494	-3.148479
14.581200	-8.399019	-3.144404
14.581853	-5.910562	-3.144871
14.582180	-2.107318	-3.145033
14.584987	-1.541097	-3.146875
14.585446	-6.086113	-3.147179
14.586427	-5.698473	-3.147779
14.587866	-1.802782	-3.148775
14.585907	-2.362491	-3.147442
14.587340	-6.354645	-3.148369
14.582634	-1.962647	-3.145370
14.583153	-6.380880	-3.145750
14.583613	-2.346021	-3.146089
14.584526	-1.772710	-3.146622
14.584987	-5.428560	-3.146934
14.585899	-8.778546	-3.147393
14.587340	-8.945092	-3.148296
14.581193	-8.815137	-3.144261
14.581193	-2.158919	-3.144208
14.585967	-8.067728	-3.147451
14.586880	-8.224309	-3.147944
14.584066	-6.329162	-3.146354
14.584526	-1.299361	-3.146590
14.584987	-1.575303	-3.146878
14.583153	-2.033469	-3.145681
14.584066	-6.264112	-3.146358
14.584980	-5.580279	-3.146827
14.586420	-5.793230	-3.147656
14.582626	-2.142040	-3.145344
14.584066	-2.487419	-3.146360
14.584980	-1.488576	-3.146860
14.585440	-8.892563	-3.147118
14.586420	-1.890256	-3.147697
14.586880	-5.880796	-3.147862
14.587340	-2.364431	-3.148142
14.581187	-8.377374	-3.144193
14.583540	-5.810859	-3.146031
14.584519	-1.612970	-3.146531
14.584980	-1.824476	-3.146835
14.585433	-6.188032	-3.147061
14.585960	-2.503625	-3.147366
14.586420	-6.161840	-3.147648
14.582161	-2.009751	-3.144990
14.584060	-2.424258	-3.146288
14.586873	-6.882888	-3.147824
14.587334	-8.431264	-3.148096
14.581180	-1.922207	-3.144280
14.584514	-5.830086	-3.146445
14.586873	-2.306853	-3.147716
14.581833	-1.679534	-3.144796
14.584514	-5.836471	-3.146417
14.584973	-2.609174	-3.146545
14.585433	-2.300755	-3.146764
14.587334	-6.331403	-3.147837
14.583593	-2.020338	-3.146010
14.584053	-5.603401	-3.146177
14.583133	-2.394603	-3.145676
14.584053	-1.497330	-3.146213
14.581166	-2.392890	-3.144824
14.583133	-2.093961	-3.145751
14.585954	-2.715619	-3.146528
14.586413	-8.804207	-3.146886
14.586866	-2.393920	-3.147273
14.587327	-6.489563	-3.147618
14.587852	-6.625545	-3.148056
14.584506	-2.209215	-3.146168
14.585954	-2.107895	-3.146484
14.586407	-5.990051	-3.146884
14.581886	-5.829280	-3.145013
14.583067	-1.739617	-3.145675
14.584046	-2.352052	-3.146034
14.584967	-6.245237	-3.146177
14.585426	-5.829588	-3.146296
14.587787	-1.952245	-3.148279
14.581160	-1.864054	-3.144550
14.584046	-1.668044	-3.146085
14.584506	-1.773907	-3.146151
14.585426	-2.416137	-3.146172
14.585947	-5.983819	-3.146325
14.586866	-9.297761	-3.147359
14.587393	-2.669500	-3.147973
14.583127	-2.143507	-3.145654
14.587847	-2.095739	-3.148611
14.581093	-8.942774	-3.144359
14.581160	-9.121542	-3.144458
14.582140	-8.526914	-3.145128
14.582600	-2.189601	-3.145525
14.583519	-6.490761	-3.145930
14.585420	-2.409570	-3.146023
14.586340	-1.740032	-3.146637
14.581160	-2.339904	-3.144731
14.581814	-5.777815	-3.145281
14.582207	-2.448071	-3.145479
14.582667	-5.621488	-3.145685
14.583127	-1.848574	-3.145861
14.583519	-2.120140	-3.145998
14.586861	-2.549359	-3.146976
14.587847	-6.055239	-3.147913
14.582660	-1.654376	-3.145887
14.583119	-2.290292	-3.145997
14.584041	-8.510246	-3.146131
14.585420	-6.279686	-3.145930
14.587320	-8.780673	-3.147117
14.581086	-2.501974	-3.145172
14.582594	-8.515580	-3.146010
14.584041	-1.443627	-3.146195
14.584960	-6.074483	-3.146019
14.585414	-1.645646	-3.145898
14.585939	-2.046153	-3.145865
14.586400	-2.349006	-3.146185
14.587847	-2.076568	-3.147214
14.581154	-1.950219	-3.145546
14.582594	-1.430296	-3.146261
14.583119	-1.380305	-3.146299
14.584493	-8.910551	-3.145900
14.583573	-8.927581	-3.146000
14.585414	-6.214187	-3.144686
14.585939	-9.015731	-3.144414
14.586400	-5.610582	-3.144554
14.581146	-6.935534	-3.147896
14.581800	-1.159077	-3.148225
14.582127	-1.157524	-3.147780
14.583573	-2.719808	-3.145703
14.584033	-2.117428	-3.145191
14.586853	-2.467326	-3.143587
14.587313	-2.441749	-3.143480
14.581866	-6.077653	-3.148869
14.582193	-8.243099	-3.148279
14.582586	-5.546399	-3.147523
14.583046	-1.280251	-3.146534
14.587773	-9.100155	-3.142307
14.583567	-2.173251	-3.145163
14.584027	-9.607375	-3.145278
14.586393	-6.302408	-3.144172
14.586853	-9.307832	-3.144082
14.587313	-0.796057	-3.143888
14.582580	-5.960626	-3.149158
14.583107	-6.643639	-3.148088
14.585934	-1.824883	-3.146813
14.586853	-6.840751	-3.146427
14.587313	-6.007604	-3.146140
14.587833	-6.263922	-3.145897
14.581133	-2.441628	-3.151146
14.582580	-1.692861	-3.149943
14.587767	-2.539217	-3.148106
14.582580	-2.337875	-3.150791
14.585926	-1.534024	-3.151572
14.581133	-1.508982	-3.151742
14.581787	-2.304724	-3.151961
14.583100	-2.716927	-3.151353
14.584940	-2.132704	-3.152759
14.587833	-1.393302	-3.152215
14.581787	-2.275923	-3.152125
14.584480	-1.145037	-3.152649
14.585401	-1.010009	-3.153821
14.587833	-1.704891	-3.153116
14.583034	-2.037400	-3.152097
14.584480	-6.200247	-3.152967
14.584940	-6.388800	-3.153488
14.585926	-2.782262	-3.154516
14.586847	-2.161223	-3.154189
14.587767	-1.573471	-3.154029
14.582113	-1.651351	-3.152158
14.583560	-8.262456	-3.152455
14.584020	-6.530044	-3.152747
14.585401	-1.814352	-3.154280
14.585926	-2.760527	-3.154770
14.581059	-6.300128	-3.151795
14.581120	-1.707352	-3.151834
14.583094	-1.664448	-3.152619
14.584474	-2.307678	-3.153618
14.587307	-1.223960	-3.155483
14.587827	-2.234138	-3.155745
14.585393	-1.833238	-3.154823
14.582634	-6.368015	-3.152710
14.584474	-1.458056	-3.153995
14.584933	-1.857517	-3.154463
14.585854	-2.422417	-3.155221
14.584474	-2.016266	-3.154090
14.585920	-9.532533	-3.155388
14.587761	-1.593488	-3.156398
14.581047	-1.211890	-3.151533
14.582100	-1.529615	-3.152415
14.583480	-1.647972	-3.153267
14.586840	-5.868953	-3.155944
14.581114	-2.274342	-3.151476
14.582626	-1.681839	-3.152718
14.584007	-9.439416	-3.153803
14.584467	-1.521133	-3.154194
14.585386	-2.000665	-3.154995
14.586840	-2.966971	-3.155994
14.587827	-6.328669	-3.156613
14.581047	-2.194041	-3.151382
14.582561	-8.909951	-3.152702
14.583480	-6.270827	-3.153356
14.586834	-1.651939	-3.156120
14.582093	-2.014265	-3.152114
14.584007	-2.562078	-3.153407
14.583080	-6.299961	-3.152462
14.584927	-1.608743	-3.154387
14.582161	-5.724854	-3.151639
14.582553	-1.761583	-3.151868
14.583080	-2.102482	-3.152116
14.586834	-6.156752	-3.156281
14.587294	-2.023908	-3.156650
14.581034	-6.102023	-3.150509
14.581100	-6.364536	-3.150584
14.582087	-6.623992	-3.151289
14.583080	-1.889376	-3.151847
14.584000	-5.531079	-3.152593
14.584920	-1.863624	-3.154005
14.586372	-1.810379	-3.155894
14.587294	-2.173286	-3.156759
14.581100	-5.722483	-3.150313
14.582087	-8.720642	-3.150854
14.583534	-6.048574	-3.151426
14.584000	-6.779713	-3.151902
14.584460	-6.205219	-3.152631
14.584920	-1.673712	-3.153513
14.585907	-5.957578	-3.155329
14.586367	-2.270888	-3.155673
14.587294	-1.143038	-3.156439
14.581100	-9.191154	-3.149213
14.582547	-1.363372	-3.149704
14.583534	-2.265262	-3.149856
14.583994	-2.173429	-3.150409
14.584460	-5.202058	-3.151461
14.581093	-5.931545	-3.148163
14.581093	-0.795943	-3.148107
14.583073	-1.657720	-3.148357
14.583994	-1.626465	-3.148950
14.584454	-9.548665	-3.150341
14.587286	-2.505355	-3.155587
14.581093	-1.737740	-3.146999
14.581754	-8.638947	-3.147273
14.582080	-0.707366	-3.147175
14.582607	-8.181560	-3.147015
14.583073	-9.247088	-3.146823
14.583534	-6.262542	-3.146725
14.583994	-5.331509	-3.147474
14.584454	-6.114735	-3.149157
14.585907	-1.873409	-3.154353
14.587813	-1.738626	-3.155545
14.581026	-5.201467	-3.145851
14.582146	-5.450357	-3.145905
14.582540	-0.739143	-3.145748
14.583067	-0.997728	-3.145412
14.583467	-8.124454	-3.145213
14.585373	-1.850241	-3.151902
14.586826	-8.956290	-3.154538
14.583067	-0.387031	-3.142106
14.583460	-8.540340	-3.141708
14.583986	-5.285716	-3.142524
14.584454	-8.735706	-3.144352
14.585899	-9.705942	-3.150148
14.587746	-9.546197	-3.152615
14.581086	-4.629698	-3.135883
14.581746	-0.508759	-3.136415
14.582140	-0.704214	-3.136126
14.583067	-0.437948	-3.135994
14.583986	-5.480314	-3.136893
14.585834	-9.611496	-3.144695
14.581746	1.124739	-3.129254
14.582073	0.678842	-3.129174
14.583986	-4.784376	-3.131331
14.584446	-5.081528	-3.133268
14.586360	-2.354381	-3.141527
14.587813	-5.558188	-3.147823
14.581080	-2.772436	-3.119508
14.581806	1.708240	-3.122173
14.582073	-5.835933	-3.122341
14.583059	-4.905577	-3.123599
14.583453	-4.993804	-3.124098
14.584446	-5.127234	-3.127790
14.584908	-0.059259	-3.129859
14.585367	-5.642197	-3.132003
14.581013	-6.475017	-3.111546
14.581080	-8.014359	-3.111491
14.581806	-7.275496	-3.115095
14.582133	-4.429169	-3.115500
14.584446	-0.230593	-3.122241
14.587807	-8.620971	-3.142935
14.581080	-9.191678	-3.106036
14.581740	-0.540074	-3.110056
14.582594	-0.946713	-3.112614
14.587280	-1.944329	-3.136424
14.585367	-2.493850	-3.119412
14.586353	-6.829738	-3.125278
14.587280	-5.850950	-3.133890
14.587807	-2.336237	-3.138881
14.581073	-0.750512	-3.106466
14.582527	-2.064724	-3.111097
14.583054	-4.697279	-3.112250
14.583973	-0.353793	-3.114075
14.585360	-0.676570	-3.116062
14.587807	-5.246384	-3.136804
14.581007	-1.724489	-3.106498
14.581073	-2.840841	-3.106770
14.583973	-0.568406	-3.112606
14.584433	-4.170026	-3.112782
14.584900	-5.510996	-3.112837
14.585894	-1.955001	-3.113314
14.581727	-8.617596	-3.108729
14.582060	-5.132384	-3.109131
14.582520	-0.664147	-3.109810
14.583447	-0.658952	-3.111056
14.583973	-0.130300	-3.111161
14.585360	-1.717863	-3.109470
14.581727	-0.072242	-3.108050
14.583973	-5.402600	-3.109949
14.584433	-7.500304	-3.109523
14.585887	-5.702457	-3.108975
14.586347	-6.925282	-3.114744
14.587273	-0.869431	-3.126388
14.587800	-1.793870	-3.133062
14.580999	-2.494466	-3.105657
14.582120	-0.343796	-3.107403
14.582520	-0.645051	-3.107702
14.583046	-0.320657	-3.108196
14.583507	-5.253811	-3.108527
14.583967	-5.221265	-3.108680
14.585354	-4.612971	-3.108378
14.585887	-1.484730	-3.108867
14.587273	-2.563361	-3.126472
14.587800	-1.416679	-3.133257
14.583046	-4.953224	-3.106989
14.583507	-7.084597	-3.107191
14.583900	-7.224880	-3.107396
14.584892	-0.694805	-3.107762
14.585819	-0.526101	-3.108195
14.587800	-6.194779	-3.133339
14.580994	-2.236807	-3.103647
14.581059	-0.413206	-3.103762
14.582580	-0.783924	-3.105417
14.583507	-4.793102	-3.105882
14.583967	-4.496559	-3.106153
14.584892	-0.620813	-3.107109
14.585354	-3.704219	-3.107590
14.581720	-1.288644	-3.104094
14.582973	-4.641806	-3.104361
14.584427	-8.642907	-3.105648
14.586347	-1.902322	-3.115205
14.587800	-9.607288	-3.134323
14.580994	-1.934133	-3.102673
