Ls [Deg]	OMEGA pressure [Pa]	MCD pressure [Pa]
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
79.220001	593.702430	582.560120
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
79.587997	532.920902	573.471619
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
80.078003	541.290301	562.710938
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
80.322998	555.632407	577.826233
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
82.775002	550.050127	555.560669
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
83.019997	532.956873	581.273865
nan	nan	nan
nan	nan	nan
nan	nan	nan
83.511002	559.206241	566.839478
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
84.248001	527.949316	560.546509
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
84.986000	529.003201	566.393921
84.988998	570.630574	548.991333
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
85.477997	544.389432	558.621399
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
86.338997	511.810326	555.168579
86.342003	586.861303	553.560852
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
86.587997	573.511610	563.790894
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
87.078003	519.940730	572.506287
87.081001	554.876762	557.316711
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
87.694000	505.263302	552.657166
87.696999	551.236890	560.826416
87.698997	599.061964	555.548462
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
88.186996	520.829547	555.104736
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
88.931000	565.471698	556.048584
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
89.051003	528.128574	559.962219
nan	nan	nan
89.056000	612.296306	551.324768
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
89.674004	553.828478	542.991333
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
89.918999	566.859984	547.702820
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
90.410004	509.187826	547.727173
nan	nan	nan
90.415001	573.839312	547.783203
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
90.660004	591.218447	554.096191
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
91.650002	526.507320	554.315369
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
91.900002	549.196456	544.322144
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
92.767998	564.102486	557.143982
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
93.383003	525.627892	556.312805
93.386002	530.110541	558.195801
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
93.630997	515.727939	553.484253
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
93.879997	517.729702	567.485229
93.882004	543.753149	558.939148
93.885002	552.320877	552.352356
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
94.257004	573.753302	542.745605
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
94.500999	505.113613	543.085693
94.503998	501.460576	534.860779
94.505997	589.523823	543.433655
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
115.404999	519.713085	516.242676
nan	nan	nan
nan	nan	nan
nan	nan	nan
131.419998	493.145462	503.918427
131.423004	497.787620	496.018585
131.427002	496.884392	502.439026
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
131.968994	520.011403	508.073700
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
132.511993	504.915320	497.276428
nan	nan	nan
132.639999	524.995405	486.428101
132.643005	526.765495	496.264191
132.647003	508.488228	500.560394
nan	nan	nan
nan	nan	nan
133.184006	539.302796	502.052856
133.186996	516.932040	507.906036
133.190994	473.369996	502.463196
nan	nan	nan
nan	nan	nan
135.365005	483.339717	495.134918
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
136.194000	498.146632	505.168884
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
138.945999	487.325097	499.924683
138.951004	486.985284	503.302643
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
143.266006	509.960496	493.454315
143.270996	489.454634	489.377319
nan	nan	nan
145.518997	525.311876	479.719818
145.524002	601.139385	506.128784
nan	nan	nan
nan	nan	nan
nan	nan	nan
146.085007	548.748436	486.878357
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
146.940002	477.971731	505.821106
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
160.886002	527.931240	497.277557
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
215.384003	561.930996	552.563049
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
216.938004	553.890521	560.616516
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
218.147003	541.478666	560.880188
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
218.320007	556.490318	564.292664
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
219.011993	537.799162	553.885071
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
219.705002	526.383683	543.805481
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
220.225006	430.064394	564.045105
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
221.436005	505.115985	568.994629
221.440002	542.545773	557.783325
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
223.001999	536.734393	563.379822
223.005997	577.311730	555.555359
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
223.703003	527.962340	542.767334
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
225.098007	514.271330	563.971802
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
225.623001	511.578742	545.704956
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
226.671997	537.038181	560.528015
226.675995	538.986588	572.501404
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
226.847000	527.528489	567.291809
226.850998	546.502208	573.889893
nan	nan	nan
nan	nan	nan
nan	nan	nan
227.893997	554.482227	574.584534
227.897995	542.851925	574.617859
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
230.705994	548.790662	563.781555
230.712006	540.389942	578.357788
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
231.057999	549.330418	572.562744
231.061996	553.984873	587.640686
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
231.757996	569.970426	578.866638
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
231.934006	567.471259	580.411438
231.938004	553.095836	569.588867
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
232.285995	547.414150	571.725891
232.289993	527.294642	558.974365
232.294006	545.369437	583.247803
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
232.466003	562.301126	576.567078
232.470001	542.201301	579.534485
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
233.171005	543.011644	566.831726
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
239.889999	536.861506	580.625122
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
242.899994	560.969239	582.125244
242.904007	569.329900	592.988770
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
243.610001	576.599448	579.311157
243.613998	566.046898	596.400635
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
243.798004	602.636187	616.196228
nan	nan	nan
nan	nan	nan
nan	nan	nan
243.964005	565.171807	572.863281
243.968994	560.534003	602.785461
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
244.319000	574.263057	577.506409
244.324005	590.649576	588.296753
244.326996	557.924601	613.757446
244.332993	556.913462	611.509888
nan	nan	nan
244.669998	602.170759	595.926636
244.673996	560.198301	583.033386
244.679001	549.464561	594.355408
244.682007	594.408107	616.325806
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
245.384995	571.511698	588.915894
245.389008	549.767817	590.036865
245.391998	534.477300	604.361938
245.395996	554.405970	619.786194
nan	nan	nan
nan	nan	nan
245.917007	544.278905	574.643250
245.921997	555.532724	601.207825
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
246.102005	555.155371	609.398682
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
246.272995	577.933758	574.139099
246.276993	551.218613	593.119385
246.279999	560.427143	613.032776
246.283997	554.409228	607.856201
nan	nan	nan
nan	nan	nan
nan	nan	nan
246.804993	572.153604	582.643372
246.809998	571.294025	587.121887
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
247.337997	589.670208	584.254761
247.343002	549.629460	579.474731
247.345993	546.801497	610.143066
247.348999	561.004071	611.914062
nan	nan	nan
nan	nan	nan
nan	nan	nan
248.227005	580.676369	590.354614
248.231003	516.401016	597.495667
248.233994	570.606788	615.622864
248.238007	565.313544	606.859070
nan	nan	nan
nan	nan	nan
nan	nan	nan
248.582001	579.678368	586.663879
248.585999	560.007314	592.150818
248.589005	564.918468	605.877747
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
248.759995	559.259939	577.174988
248.764008	567.775132	586.691162
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
249.292999	595.471568	587.383728
249.296997	546.098908	597.015930
249.300003	544.481984	603.454712
249.304001	576.560074	619.230957
nan	nan	nan
nan	nan	nan
nan	nan	nan
249.470001	589.027195	587.735901
249.475006	569.991441	606.751648
249.477997	603.604733	622.670898
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
249.658997	573.649113	618.927979
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
250.007996	557.409622	578.205322
250.011002	553.189271	609.139038
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
250.181000	610.971699	602.230591
250.186005	576.348828	592.351013
250.188995	574.990253	620.262817
250.192001	596.528530	616.460571
nan	nan	nan
nan	nan	nan
nan	nan	nan
250.358994	566.806162	579.612854
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
250.891998	576.781778	586.629456
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
251.070007	553.526435	565.453979
251.074005	564.536714	594.002991
nan	nan	nan
251.080994	565.803686	617.224365
nan	nan	nan
nan	nan	nan
251.425003	578.872012	587.030029
251.429993	566.580403	602.417908
251.432999	591.901559	621.188354
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
251.966003	582.316522	611.608704
251.968994	560.152642	621.506653
nan	nan	nan
nan	nan	nan
252.136002	554.619762	574.487366
252.139999	555.072206	593.682739
252.143997	597.615341	627.317139
252.147003	607.582840	617.951477
nan	nan	nan
nan	nan	nan
252.490997	567.584899	582.500854
252.496002	548.628086	590.738342
252.498993	569.414491	609.154480
nan	nan	nan
nan	nan	nan
nan	nan	nan
253.380005	590.319229	587.335327
253.384003	570.840178	604.040466
253.386993	579.196610	612.404907
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
253.917007	546.273100	572.699036
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
254.095001	570.248655	597.770569
254.098007	525.352052	597.010498
254.102005	595.055826	618.825989
nan	nan	nan
nan	nan	nan
254.623993	620.815539	594.510742
254.628006	560.702205	588.830078
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
255.156998	577.626174	586.994141
255.160995	568.143730	589.176514
255.164001	558.438178	593.187439
255.167999	577.574231	620.535889
nan	nan	nan
nan	nan	nan
255.694000	549.533456	579.718262
255.697006	568.900998	604.958191
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
255.875000	566.552870	595.305969
nan	nan	nan
nan	nan	nan
nan	nan	nan
256.045013	568.899121	584.302856
256.052002	562.170851	594.677551
256.056000	590.351751	617.576477
nan	nan	nan
256.399994	562.833308	585.412048
256.403992	546.052211	594.059814
