Local Time [hour]	Ptides [%]	Ls [deg]
7.000000	2.676879	360.000000
8.000000	3.293992	360.000000
9.000000	2.546800	360.000000
10.000000	1.799711	360.000000
11.000000	0.898431	360.000000
12.000000	0.000000	360.000000
13.000000	-0.775842	360.000000
14.000000	-1.549939	360.000000
15.000000	-2.059643	360.000000
16.000000	-2.568893	360.000000
17.000000	-2.543734	360.000000
18.000000	-2.518565	360.000000
19.000000	-0.949382	360.000000
20.000000	0.620057	360.000000
21.000000	0.582860	360.000000
22.000000	0.545956	360.000000
23.000000	0.874272	360.000000
24.000000	1.203002	360.000000
