Ls min [deg]	Ls max [deg]	Latitude min [deg]	Latitude max [deg]	Local Time min [hour]	Local Time max [hour]	Local Time center [hour]	OMEGA Median Tide [%]	OMEGA Std [%]	MCD Median Tide [%]	MCD Std [%]	Number of observations
180.000000	270.000000	-90.000000	-60.000000	6.000000	7.000000	6.500000	nan	nan	nan	nan	0.000000
180.000000	270.000000	-90.000000	-60.000000	7.000000	8.000000	7.500000	nan	nan	nan	nan	0.000000
180.000000	270.000000	-90.000000	-60.000000	8.000000	9.000000	8.500000	nan	nan	nan	nan	0.000000
180.000000	270.000000	-90.000000	-60.000000	9.000000	10.000000	9.500000	nan	nan	nan	nan	0.000000
180.000000	270.000000	-90.000000	-60.000000	10.000000	11.000000	10.500000	nan	nan	nan	nan	0.000000
180.000000	270.000000	-90.000000	-60.000000	11.000000	12.000000	11.500000	5.620856	6.394992	0.029803	0.072167	230.000000
180.000000	270.000000	-90.000000	-60.000000	12.000000	13.000000	12.500000	0.501690	5.732872	-0.250039	0.106048	15282.000000
180.000000	270.000000	-90.000000	-60.000000	13.000000	14.000000	13.500000	2.078906	3.724592	-0.462904	0.170561	21556.000000
180.000000	270.000000	-90.000000	-60.000000	14.000000	15.000000	14.500000	-0.944757	6.858960	-0.935909	0.369917	7556.000000
180.000000	270.000000	-90.000000	-60.000000	15.000000	16.000000	15.500000	-4.927467	4.408805	-0.837253	0.273059	12507.000000
180.000000	270.000000	-90.000000	-60.000000	16.000000	17.000000	16.500000	-2.887727	5.193506	-0.982906	0.236477	2251.000000
180.000000	270.000000	-90.000000	-60.000000	17.000000	18.000000	17.500000	nan	nan	nan	nan	0.000000
180.000000	270.000000	-90.000000	-60.000000	18.000000	19.000000	18.500000	nan	nan	nan	nan	0.000000
180.000000	270.000000	-90.000000	-60.000000	19.000000	20.000000	19.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	6.000000	7.000000	6.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	7.000000	8.000000	7.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	8.000000	9.000000	8.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	9.000000	10.000000	9.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	10.000000	11.000000	10.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	11.000000	12.000000	11.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	12.000000	13.000000	12.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	13.000000	14.000000	13.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	14.000000	15.000000	14.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	15.000000	16.000000	15.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	16.000000	17.000000	16.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	17.000000	18.000000	17.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	18.000000	19.000000	18.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	60.000000	90.000000	19.000000	20.000000	19.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	6.000000	7.000000	6.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	7.000000	8.000000	7.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	8.000000	9.000000	8.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	9.000000	10.000000	9.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	10.000000	11.000000	10.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	11.000000	12.000000	11.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	12.000000	13.000000	12.500000	-2.349271	2.708089	-0.903261	0.065626	2660.000000
270.000000	360.000000	30.000000	60.000000	13.000000	14.000000	13.500000	-1.788551	3.681974	-0.957806	0.199785	1571.000000
270.000000	360.000000	30.000000	60.000000	14.000000	15.000000	14.500000	13.004969	1.792231	-0.680675	0.009216	7.000000
270.000000	360.000000	30.000000	60.000000	15.000000	16.000000	15.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	16.000000	17.000000	16.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	17.000000	18.000000	17.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	18.000000	19.000000	18.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	30.000000	60.000000	19.000000	20.000000	19.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	0.000000	30.000000	6.000000	7.000000	6.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	0.000000	30.000000	7.000000	8.000000	7.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	0.000000	30.000000	8.000000	9.000000	8.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	0.000000	30.000000	9.000000	10.000000	9.500000	3.726243	0.000000	2.675137	0.000000	1.000000
270.000000	360.000000	0.000000	30.000000	10.000000	11.000000	10.500000	3.782463	3.058243	0.454347	0.089822	355.000000
270.000000	360.000000	0.000000	30.000000	11.000000	12.000000	11.500000	-0.265235	4.005238	0.012120	0.045883	12374.000000
270.000000	360.000000	0.000000	30.000000	12.000000	13.000000	12.500000	-3.194266	2.878521	-0.620611	0.348210	67048.000000
270.000000	360.000000	0.000000	30.000000	13.000000	14.000000	13.500000	-5.080142	3.260867	-0.972851	0.563366	114635.000000
270.000000	360.000000	0.000000	30.000000	14.000000	15.000000	14.500000	-7.992810	3.301116	-2.748083	0.797699	51971.000000
270.000000	360.000000	0.000000	30.000000	15.000000	16.000000	15.500000	-4.785852	4.926401	-0.757823	1.551950	2113.000000
270.000000	360.000000	0.000000	30.000000	16.000000	17.000000	16.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	0.000000	30.000000	17.000000	18.000000	17.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	0.000000	30.000000	18.000000	19.000000	18.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	0.000000	30.000000	19.000000	20.000000	19.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-30.000000	0.000000	6.000000	7.000000	6.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-30.000000	0.000000	7.000000	8.000000	7.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-30.000000	0.000000	8.000000	9.000000	8.500000	15.406284	3.517387	4.265201	0.452082	10327.000000
270.000000	360.000000	-30.000000	0.000000	9.000000	10.000000	9.500000	5.647408	4.455183	2.231350	0.689155	17556.000000
270.000000	360.000000	-30.000000	0.000000	10.000000	11.000000	10.500000	2.831523	4.944361	1.422430	0.602240	53563.000000
270.000000	360.000000	-30.000000	0.000000	11.000000	12.000000	11.500000	2.515804	6.492840	0.388015	0.368638	56476.000000
270.000000	360.000000	-30.000000	0.000000	12.000000	13.000000	12.500000	-0.138715	6.922209	-0.312097	0.246564	35916.000000
270.000000	360.000000	-30.000000	0.000000	13.000000	14.000000	13.500000	-4.724428	4.874681	-1.106352	0.530956	20065.000000
270.000000	360.000000	-30.000000	0.000000	14.000000	15.000000	14.500000	-6.634513	4.218589	-2.481879	0.831524	36945.000000
270.000000	360.000000	-30.000000	0.000000	15.000000	16.000000	15.500000	-9.454644	3.625997	-3.412318	0.803355	17791.000000
270.000000	360.000000	-30.000000	0.000000	16.000000	17.000000	16.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-30.000000	0.000000	17.000000	18.000000	17.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-30.000000	0.000000	18.000000	19.000000	18.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-30.000000	0.000000	19.000000	20.000000	19.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-60.000000	-30.000000	6.000000	7.000000	6.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-60.000000	-30.000000	7.000000	8.000000	7.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-60.000000	-30.000000	8.000000	9.000000	8.500000	10.710503	4.933474	3.521778	0.654828	7155.000000
270.000000	360.000000	-60.000000	-30.000000	9.000000	10.000000	9.500000	8.119005	4.582446	2.133858	0.794312	42292.000000
270.000000	360.000000	-60.000000	-30.000000	10.000000	11.000000	10.500000	2.434908	5.079880	0.763653	0.299686	66895.000000
270.000000	360.000000	-60.000000	-30.000000	11.000000	12.000000	11.500000	-1.514476	3.969990	0.328547	0.177548	112695.000000
270.000000	360.000000	-60.000000	-30.000000	12.000000	13.000000	12.500000	-2.738166	4.045501	-0.210141	0.152935	68601.000000
270.000000	360.000000	-60.000000	-30.000000	13.000000	14.000000	13.500000	-4.501244	3.743992	-0.793941	0.297991	47245.000000
270.000000	360.000000	-60.000000	-30.000000	14.000000	15.000000	14.500000	-4.482200	4.009904	-1.300109	0.572657	58353.000000
270.000000	360.000000	-60.000000	-30.000000	15.000000	16.000000	15.500000	-6.511556	3.897322	-1.137941	0.488999	13099.000000
270.000000	360.000000	-60.000000	-30.000000	16.000000	17.000000	16.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-60.000000	-30.000000	17.000000	18.000000	17.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-60.000000	-30.000000	18.000000	19.000000	18.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-60.000000	-30.000000	19.000000	20.000000	19.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-90.000000	-60.000000	6.000000	7.000000	6.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-90.000000	-60.000000	7.000000	8.000000	7.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-90.000000	-60.000000	8.000000	9.000000	8.500000	17.888973	5.993854	1.592966	0.062047	134.000000
270.000000	360.000000	-90.000000	-60.000000	9.000000	10.000000	9.500000	6.872215	5.541315	1.786137	0.219589	9810.000000
270.000000	360.000000	-90.000000	-60.000000	10.000000	11.000000	10.500000	2.514616	4.332708	0.373010	0.534856	1087.000000
270.000000	360.000000	-90.000000	-60.000000	11.000000	12.000000	11.500000	-2.515943	3.067928	0.090110	0.098080	22145.000000
270.000000	360.000000	-90.000000	-60.000000	12.000000	13.000000	12.500000	-1.737325	3.341733	-0.100721	0.072359	36420.000000
270.000000	360.000000	-90.000000	-60.000000	13.000000	14.000000	13.500000	-3.568731	3.548246	-0.429635	0.114848	46410.000000
270.000000	360.000000	-90.000000	-60.000000	14.000000	15.000000	14.500000	-3.477411	3.723226	-0.559840	0.165406	34622.000000
270.000000	360.000000	-90.000000	-60.000000	15.000000	16.000000	15.500000	-3.849585	4.724763	-0.616522	0.059360	1137.000000
270.000000	360.000000	-90.000000	-60.000000	16.000000	17.000000	16.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-90.000000	-60.000000	17.000000	18.000000	17.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-90.000000	-60.000000	18.000000	19.000000	18.500000	nan	nan	nan	nan	0.000000
270.000000	360.000000	-90.000000	-60.000000	19.000000	20.000000	19.500000	nan	nan	nan	nan	0.000000
